resident,invader,initial_fraction,mean_final_fraction,std_final_fraction,invasion_rate,mean_generations,n_seeds
Always Cooperate,Always Defect,0.01,0.97431640625,0.017666755459630513,1.0,47.82,50
Always Cooperate,Always Defect,0.02,0.98369140625,0.012548438440035581,1.0,42.16,50
Always Cooperate,Always Defect,0.05,0.9899609375,0.010675924746850491,1.0,31.76,50
Always Cooperate,Always Defect,0.1,0.9934375,0.00845391876743015,1.0,25.74,50
Always Cooperate,Always Defect,0.15,0.99513671875,0.007239666612850228,1.0,21.32,50
Always Cooperate,Always Defect,0.2,0.997421875,0.004493660334197396,1.0,15.42,50
Always Cooperate,Always Defect,0.25,0.99916015625,0.002998695660892157,1.0,6.46,50
Always Cooperate,Always Defect,0.3,0.9991796875,0.0028410540315531216,1.0,5.94,50
Always Cooperate,Always Defect,0.35,0.99982421875,0.0012429611388044607,1.0,2.98,50
Always Cooperate,Always Defect,0.4,0.999765625,0.0016572815184059944,1.0,2.96,50
Always Cooperate,Always Defect,0.45,1.0,0.0,1.0,1.94,50
Always Cooperate,Always Defect,0.5,1.0,0.0,1.0,1.86,50
Always Cooperate,Always Defect,0.55,1.0,0.0,1.0,1.62,50
Always Cooperate,Always Defect,0.6,1.0,0.0,1.0,1.36,50
Always Cooperate,Always Defect,0.65,1.0,0.0,1.0,1.18,50
Always Cooperate,Always Defect,0.7,1.0,0.0,1.0,1.1,50
Always Cooperate,Always Defect,0.75,1.0,0.0,1.0,1.1,50
Always Cooperate,Always Defect,0.8,1.0,0.0,1.0,1.0,50
Always Cooperate,Always Defect,0.85,1.0,0.0,1.0,1.0,50
Always Cooperate,Always Defect,0.9,1.0,0.0,1.0,1.0,50
Always Cooperate,Always Defect,0.95,1.0,0.0,1.0,1.0,50
Always Cooperate,Random(p=0.2),0.01,1.0,0.0,1.0,11.38,50
Always Cooperate,Random(p=0.2),0.02,1.0,0.0,1.0,9.02,50
Always Cooperate,Random(p=0.2),0.05,1.0,0.0,1.0,6.62,50
Always Cooperate,Random(p=0.2),0.1,1.0,0.0,1.0,5.08,50
Always Cooperate,Random(p=0.2),0.15,1.0,0.0,1.0,4.12,50
Always Cooperate,Random(p=0.2),0.2,1.0,0.0,1.0,3.58,50
Always Cooperate,Random(p=0.2),0.25,1.0,0.0,1.0,2.56,50
Always Cooperate,Random(p=0.2),0.3,1.0,0.0,1.0,2.14,50
Always Cooperate,Random(p=0.2),0.35,1.0,0.0,1.0,2.04,50
Always Cooperate,Random(p=0.2),0.4,1.0,0.0,1.0,2.0,50
Always Cooperate,Random(p=0.2),0.45,1.0,0.0,1.0,1.96,50
Always Cooperate,Random(p=0.2),0.5,1.0,0.0,1.0,2.0,50
Always Cooperate,Random(p=0.2),0.55,1.0,0.0,1.0,1.5,50
Always Cooperate,Random(p=0.2),0.6,1.0,0.0,1.0,1.28,50
Always Cooperate,Random(p=0.2),0.65,1.0,0.0,1.0,1.1,50
Always Cooperate,Random(p=0.2),0.7,1.0,0.0,1.0,1.02,50
Always Cooperate,Random(p=0.2),0.75,1.0,0.0,1.0,1.02,50
Always Cooperate,Random(p=0.2),0.8,1.0,0.0,1.0,1.02,50
Always Cooperate,Random(p=0.2),0.85,1.0,0.0,1.0,1.0,50
Always Cooperate,Random(p=0.2),0.9,1.0,0.0,1.0,1.0,50
Always Cooperate,Random(p=0.2),0.95,1.0,0.0,1.0,1.0,50
Always Cooperate,Random(p=0.4),0.01,1.0,0.0,1.0,10.5,50
Always Cooperate,Random(p=0.4),0.02,1.0,0.0,1.0,8.16,50
Always Cooperate,Random(p=0.4),0.05,1.0,0.0,1.0,5.6,50
Always Cooperate,Random(p=0.4),0.1,1.0,0.0,1.0,4.26,50
Always Cooperate,Random(p=0.4),0.15,1.0,0.0,1.0,3.46,50
Always Cooperate,Random(p=0.4),0.2,1.0,0.0,1.0,3.18,50
Always Cooperate,Random(p=0.4),0.25,1.0,0.0,1.0,2.5,50
Always Cooperate,Random(p=0.4),0.3,1.0,0.0,1.0,2.12,50
Always Cooperate,Random(p=0.4),0.35,1.0,0.0,1.0,2.08,50
Always Cooperate,Random(p=0.4),0.4,1.0,0.0,1.0,2.0,50
Always Cooperate,Random(p=0.4),0.45,1.0,0.0,1.0,1.96,50
Always Cooperate,Random(p=0.4),0.5,1.0,0.0,1.0,1.84,50
Always Cooperate,Random(p=0.4),0.55,1.0,0.0,1.0,1.58,50
Always Cooperate,Random(p=0.4),0.6,1.0,0.0,1.0,1.24,50
Always Cooperate,Random(p=0.4),0.65,1.0,0.0,1.0,1.18,50
Always Cooperate,Random(p=0.4),0.7,1.0,0.0,1.0,1.04,50
Always Cooperate,Random(p=0.4),0.75,1.0,0.0,1.0,1.02,50
Always Cooperate,Random(p=0.4),0.8,1.0,0.0,1.0,1.0,50
Always Cooperate,Random(p=0.4),0.85,1.0,0.0,1.0,1.02,50
Always Cooperate,Random(p=0.4),0.9,1.0,0.0,1.0,1.0,50
Always Cooperate,Random(p=0.4),0.95,1.0,0.0,1.0,1.0,50
Always Cooperate,Random(p=0.6),0.01,1.0,0.0,1.0,10.34,50
Always Cooperate,Random(p=0.6),0.02,1.0,0.0,1.0,8.16,50
Always Cooperate,Random(p=0.6),0.05,1.0,0.0,1.0,5.42,50
Always Cooperate,Random(p=0.6),0.1,1.0,0.0,1.0,4.2,50
Always Cooperate,Random(p=0.6),0.15,1.0,0.0,1.0,3.3,50
Always Cooperate,Random(p=0.6),0.2,1.0,0.0,1.0,3.04,50
Always Cooperate,Random(p=0.6),0.25,1.0,0.0,1.0,2.64,50
Always Cooperate,Random(p=0.6),0.3,1.0,0.0,1.0,2.1,50
Always Cooperate,Random(p=0.6),0.35,1.0,0.0,1.0,2.04,50
Always Cooperate,Random(p=0.6),0.4,1.0,0.0,1.0,2.0,50
Always Cooperate,Random(p=0.6),0.45,1.0,0.0,1.0,1.98,50
Always Cooperate,Random(p=0.6),0.5,1.0,0.0,1.0,1.86,50
Always Cooperate,Random(p=0.6),0.55,1.0,0.0,1.0,1.72,50
Always Cooperate,Random(p=0.6),0.6,1.0,0.0,1.0,1.42,50
Always Cooperate,Random(p=0.6),0.65,1.0,0.0,1.0,1.24,50
Always Cooperate,Random(p=0.6),0.7,1.0,0.0,1.0,1.12,50
Always Cooperate,Random(p=0.6),0.75,1.0,0.0,1.0,1.06,50
Always Cooperate,Random(p=0.6),0.8,1.0,0.0,1.0,1.02,50
Always Cooperate,Random(p=0.6),0.85,1.0,0.0,1.0,1.0,50
Always Cooperate,Random(p=0.6),0.9,1.0,0.0,1.0,1.0,50
Always Cooperate,Random(p=0.6),0.95,1.0,0.0,1.0,1.0,50
Always Cooperate,Random(p=0.8),0.01,1.0,0.0,1.0,10.54,50
Always Cooperate,Random(p=0.8),0.02,1.0,0.0,1.0,8.46,50
Always Cooperate,Random(p=0.8),0.05,1.0,0.0,1.0,5.74,50
Always Cooperate,Random(p=0.8),0.1,1.0,0.0,1.0,4.34,50
Always Cooperate,Random(p=0.8),0.15,1.0,0.0,1.0,3.48,50
Always Cooperate,Random(p=0.8),0.2,1.0,0.0,1.0,3.1,50
Always Cooperate,Random(p=0.8),0.25,1.0,0.0,1.0,2.78,50
Always Cooperate,Random(p=0.8),0.3,1.0,0.0,1.0,2.34,50
Always Cooperate,Random(p=0.8),0.35,1.0,0.0,1.0,2.14,50
Always Cooperate,Random(p=0.8),0.4,1.0,0.0,1.0,2.06,50
Always Cooperate,Random(p=0.8),0.45,1.0,0.0,1.0,2.04,50
Always Cooperate,Random(p=0.8),0.5,1.0,0.0,1.0,1.94,50
Always Cooperate,Random(p=0.8),0.55,1.0,0.0,1.0,1.82,50
Always Cooperate,Random(p=0.8),0.6,1.0,0.0,1.0,1.74,50
Always Cooperate,Random(p=0.8),0.65,1.0,0.0,1.0,1.58,50
Always Cooperate,Random(p=0.8),0.7,1.0,0.0,1.0,1.48,50
Always Cooperate,Random(p=0.8),0.75,1.0,0.0,1.0,1.3,50
Always Cooperate,Random(p=0.8),0.8,1.0,0.0,1.0,1.2,50
Always Cooperate,Random(p=0.8),0.85,1.0,0.0,1.0,1.22,50
Always Cooperate,Random(p=0.8),0.9,1.0,0.0,1.0,1.1,50
Always Cooperate,Random(p=0.8),0.95,1.0,0.0,1.0,1.06,50
Always Cooperate,Tit-for-Tat,0.01,0.009765625,0.0,0.0,50.0,50
Always Cooperate,Tit-for-Tat,0.02,0.01953125,0.0,0.0,50.0,50
Always Cooperate,Tit-for-Tat,0.05,0.0498046875,0.0,0.0,50.0,50
Always Cooperate,Tit-for-Tat,0.1,0.099609375,0.0,0.0,50.0,50
Always Cooperate,Tit-for-Tat,0.15,0.150390625,0.0,0.0,50.0,50
Always Cooperate,Tit-for-Tat,0.2,0.2001953125,0.0,0.0,50.0,50
Always Cooperate,Tit-for-Tat,0.25,0.25,0.0,0.0,50.0,50
Always Cooperate,Tit-for-Tat,0.3,0.2998046875,0.0,0.0,50.0,50
Always Cooperate,Tit-for-Tat,0.35,0.349609375,0.0,0.0,50.0,50
Always Cooperate,Tit-for-Tat,0.4,0.400390625,0.0,0.0,50.0,50
Always Cooperate,Tit-for-Tat,0.45,0.4501953125,0.0,0.0,50.0,50
Always Cooperate,Tit-for-Tat,0.5,0.5,0.0,0.0,50.0,50
Always Cooperate,Tit-for-Tat,0.55,0.5498046875,0.0,1.0,50.0,50
Always Cooperate,Tit-for-Tat,0.6,0.599609375,0.0,1.0,50.0,50
Always Cooperate,Tit-for-Tat,0.65,0.650390625,0.0,1.0,50.0,50
Always Cooperate,Tit-for-Tat,0.7,0.7001953125,0.0,1.0,50.0,50
Always Cooperate,Tit-for-Tat,0.75,0.75,0.0,1.0,50.0,50
Always Cooperate,Tit-for-Tat,0.8,0.7998046875,0.0,1.0,50.0,50
Always Cooperate,Tit-for-Tat,0.85,0.849609375,0.0,1.0,50.0,50
Always Cooperate,Tit-for-Tat,0.9,0.900390625,0.0,1.0,50.0,50
Always Cooperate,Tit-for-Tat,0.95,0.9501953125,0.0,1.0,50.0,50
Always Defect,Always Cooperate,0.01,0.0,0.0,0.0,1.0,50
Always Defect,Always Cooperate,0.02,0.0,0.0,0.0,1.0,50
Always Defect,Always Cooperate,0.05,0.0,0.0,0.0,1.0,50
Always Defect,Always Cooperate,0.1,0.0,0.0,0.0,1.0,50
Always Defect,Always Cooperate,0.15,0.0,0.0,0.0,1.0,50
Always Defect,Always Cooperate,0.2,0.0,0.0,0.0,1.0,50
Always Defect,Always Cooperate,0.25,0.0,0.0,0.0,1.02,50
Always Defect,Always Cooperate,0.3,0.0,0.0,0.0,1.08,50
Always Defect,Always Cooperate,0.35,0.0,0.0,0.0,1.26,50
Always Defect,Always Cooperate,0.4,0.0,0.0,0.0,1.42,50
Always Defect,Always Cooperate,0.45,0.0,0.0,0.0,1.58,50
Always Defect,Always Cooperate,0.5,0.0,0.0,0.0,1.9,50
Always Defect,Always Cooperate,0.55,0.0,0.0,0.0,1.92,50
Always Defect,Always Cooperate,0.6,0.0,0.0,0.0,2.0,50
Always Defect,Always Cooperate,0.65,0.0,0.0,0.0,2.04,50
Always Defect,Always Cooperate,0.7,0.00076171875,0.0031769463807502815,0.0,5.06,50
Always Defect,Always Cooperate,0.75,0.00064453125,0.0025995870792303905,0.0,5.38,50
Always Defect,Always Cooperate,0.8,0.00552734375,0.00918348186751503,0.0,20.18,50
Always Defect,Always Cooperate,0.85,0.00703125,0.007712207009534182,0.0,29.72,50
Always Defect,Always Cooperate,0.9,0.00966796875,0.009768115913189344,0.0,33.94,50
Always Defect,Always Cooperate,0.95,0.012265625,0.011834699548397038,0.0,37.18,50
Always Defect,Random(p=0.2),0.01,0.01544921875,0.10924247342159359,0.02,1.98,50
Always Defect,Random(p=0.2),0.02,0.0,0.0,0.0,1.08,50
Always Defect,Random(p=0.2),0.05,0.0156640625,0.11076164814679904,0.02,2.3,50
Always Defect,Random(p=0.2),0.1,0.09318359375,0.25518124874243153,0.12,7.78,50
Always Defect,Random(p=0.2),0.15,0.3082421875,0.38404767086974806,0.4,21.82,50
Always Defect,Random(p=0.2),0.2,0.50662109375,0.38651619209182936,0.64,33.0,50
Always Defect,Random(p=0.2),0.25,0.69087890625,0.2695111901514179,0.86,44.4,50
Always Defect,Random(p=0.2),0.3,0.684921875,0.2853106481335683,0.86,43.66,50
Always Defect,Random(p=0.2),0.35,0.78490234375,0.12444991072332182,0.98,49.08,50
Always Defect,Random(p=0.2),0.4,0.8276953125,0.04662778266859368,1.0,50.0,50
Always Defect,Random(p=0.2),0.45,0.8293359375,0.05318916173919884,1.0,50.0,50
Always Defect,Random(p=0.2),0.5,0.8229296875,0.05097918156586083,1.0,50.0,50
Always Defect,Random(p=0.2),0.55,0.81953125,0.04839210618260405,1.0,50.0,50
Always Defect,Random(p=0.2),0.6,0.835,0.04582733888888246,1.0,50.0,50
Always Defect,Random(p=0.2),0.65,0.8383203125,0.04082735885685092,1.0,50.0,50
Always Defect,Random(p=0.2),0.7,0.844765625,0.04297869565440369,1.0,50.0,50
Always Defect,Random(p=0.2),0.75,0.84623046875,0.041273055749052025,1.0,50.0,50
Always Defect,Random(p=0.2),0.8,0.83755859375,0.04563013113515796,1.0,50.0,50
Always Defect,Random(p=0.2),0.85,0.83919921875,0.05234861696956127,1.0,50.0,50
Always Defect,Random(p=0.2),0.9,0.86328125,0.04034631017081629,1.0,50.0,50
Always Defect,Random(p=0.2),0.95,0.87435546875,0.045726000272599036,1.0,50.0,50
Always Defect,Random(p=0.4),0.01,0.0,0.0,0.0,1.0,50
Always Defect,Random(p=0.4),0.02,0.0,0.0,0.0,1.0,50
Always Defect,Random(p=0.4),0.05,0.0,0.0,0.0,1.02,50
Always Defect,Random(p=0.4),0.1,0.0,0.0,0.0,1.24,50
Always Defect,Random(p=0.4),0.15,0.02041015625,0.08598397153826139,0.0,4.5,50
Always Defect,Random(p=0.4),0.2,0.01236328125,0.06749856902643515,0.0,4.02,50
Always Defect,Random(p=0.4),0.25,0.07619140625,0.14776722097445127,0.0,13.58,50
Always Defect,Random(p=0.4),0.3,0.0774609375,0.16143943316043127,0.02,11.88,50
Always Defect,Random(p=0.4),0.35,0.13,0.17234470709978336,0.0,20.88,50
Always Defect,Random(p=0.4),0.4,0.18447265625,0.1924594563268449,0.04,28.0,50
Always Defect,Random(p=0.4),0.45,0.245859375,0.20403671439842577,0.12,33.14,50
Always Defect,Random(p=0.4),0.5,0.29935546875,0.17596232015678906,0.08,41.02,50
Always Defect,Random(p=0.4),0.55,0.35828125,0.18747131128178235,0.24,42.3,50
Always Defect,Random(p=0.4),0.6,0.42513671875,0.14511833956396805,0.32,47.94,50
Always Defect,Random(p=0.4),0.65,0.45625,0.1351636342097791,0.44,47.32,50
Always Defect,Random(p=0.4),0.7,0.48568359375,0.06311899819152621,0.42,50.0,50
Always Defect,Random(p=0.4),0.75,0.486640625,0.054621421107052724,0.4,50.0,50
Always Defect,Random(p=0.4),0.8,0.484453125,0.058111402182155374,0.26,50.0,50
Always Defect,Random(p=0.4),0.85,0.48419921875,0.05274754550786221,0.48,50.0,50
Always Defect,Random(p=0.4),0.9,0.49728515625,0.05314440241264881,0.5,50.0,50
Always Defect,Random(p=0.4),0.95,0.5002734375,0.04821402736372581,0.54,50.0,50
Always Defect,Random(p=0.6),0.01,0.0,0.0,0.0,1.0,50
Always Defect,Random(p=0.6),0.02,0.0,0.0,0.0,1.0,50
Always Defect,Random(p=0.6),0.05,0.0,0.0,0.0,1.0,50
Always Defect,Random(p=0.6),0.1,0.0,0.0,0.0,1.02,50
Always Defect,Random(p=0.6),0.15,0.0,0.0,0.0,1.08,50
Always Defect,Random(p=0.6),0.2,0.0,0.0,0.0,1.44,50
Always Defect,Random(p=0.6),0.25,0.0,0.0,0.0,1.58,50
Always Defect,Random(p=0.6),0.3,0.0015234375,0.01077232986963881,0.0,3.2,50
Always Defect,Random(p=0.6),0.35,0.00390625,0.018478482912721483,0.0,5.92,50
Always Defect,Random(p=0.6),0.4,0.001015625,0.0050607717134463414,0.0,4.98,50
Always Defect,Random(p=0.6),0.45,0.0015625,0.01104854345603981,0.0,6.2,50
Always Defect,Random(p=0.6),0.5,0.01451171875,0.030607514956692894,0.0,15.3,50
Always Defect,Random(p=0.6),0.55,0.0065625,0.018865238978321573,0.0,11.1,50
Always Defect,Random(p=0.6),0.6,0.01607421875,0.02835102217577687,0.0,24.06,50
Always Defect,Random(p=0.6),0.65,0.01384765625,0.030395464391015314,0.0,19.36,50
Always Defect,Random(p=0.6),0.7,0.02669921875,0.034019938041625924,0.0,32.48,50
Always Defect,Random(p=0.6),0.75,0.040625,0.04784973217292911,0.0,36.0,50
Always Defect,Random(p=0.6),0.8,0.076484375,0.06074214264180705,0.0,46.0,50
Always Defect,Random(p=0.6),0.85,0.10583984375,0.06724211397232419,0.0,49.3,50
Always Defect,Random(p=0.6),0.9,0.14234375,0.06836921394208795,0.0,50.0,50
Always Defect,Random(p=0.6),0.95,0.1726171875,0.06695107756644902,0.0,50.0,50
Always Defect,Random(p=0.8),0.01,0.0,0.0,0.0,1.0,50
Always Defect,Random(p=0.8),0.02,0.0,0.0,0.0,1.0,50
Always Defect,Random(p=0.8),0.05,0.0,0.0,0.0,1.0,50
Always Defect,Random(p=0.8),0.1,0.0,0.0,0.0,1.0,50
Always Defect,Random(p=0.8),0.15,0.0,0.0,0.0,1.0,50
Always Defect,Random(p=0.8),0.2,0.0,0.0,0.0,1.06,50
Always Defect,Random(p=0.8),0.25,0.0,0.0,0.0,1.06,50
Always Defect,Random(p=0.8),0.3,0.0,0.0,0.0,1.28,50
Always Defect,Random(p=0.8),0.35,0.0,0.0,0.0,1.54,50
Always Defect,Random(p=0.8),0.4,0.0,0.0,0.0,1.52,50
Always Defect,Random(p=0.8),0.45,0.0,0.0,0.0,2.16,50
Always Defect,Random(p=0.8),0.5,0.0,0.0,0.0,1.96,50
Always Defect,Random(p=0.8),0.55,0.0,0.0,0.0,2.0,50
Always Defect,Random(p=0.8),0.6,0.0002734375,0.0019334951048069662,0.0,4.94,50
Always Defect,Random(p=0.8),0.65,0.00080078125,0.0040225531367828315,0.0,4.48,50
Always Defect,Random(p=0.8),0.7,0.000390625,0.0027621358640099515,0.0,5.48,50
Always Defect,Random(p=0.8),0.75,0.00103515625,0.004435462547514451,0.0,9.64,50
Always Defect,Random(p=0.8),0.8,0.00630859375,0.011739011104067115,0.0,20.02,50
Always Defect,Random(p=0.8),0.85,0.012578125,0.014968001301389124,0.0,32.6,50
Always Defect,Random(p=0.8),0.9,0.02037109375,0.019602876078348513,0.0,46.5,50
Always Defect,Random(p=0.8),0.95,0.0244140625,0.022211293584555095,0.0,46.88,50
Always Defect,Tit-for-Tat,0.01,0.0,0.0,0.0,1.0,50
Always Defect,Tit-for-Tat,0.02,0.1,0.30304576336566325,0.1,2.52,50
Always Defect,Tit-for-Tat,0.05,0.84,0.3703280399090206,0.84,13.18,50
Always Defect,Tit-for-Tat,0.1,1.0,0.0,1.0,10.04,50
Always Defect,Tit-for-Tat,0.15,1.0,0.0,1.0,6.88,50
Always Defect,Tit-for-Tat,0.2,1.0,0.0,1.0,5.5,50
Always Defect,Tit-for-Tat,0.25,1.0,0.0,1.0,4.5,50
Always Defect,Tit-for-Tat,0.3,1.0,0.0,1.0,3.8,50
Always Defect,Tit-for-Tat,0.35,1.0,0.0,1.0,3.28,50
Always Defect,Tit-for-Tat,0.4,1.0,0.0,1.0,2.98,50
Always Defect,Tit-for-Tat,0.45,1.0,0.0,1.0,2.58,50
Always Defect,Tit-for-Tat,0.5,1.0,0.0,1.0,2.18,50
Always Defect,Tit-for-Tat,0.55,1.0,0.0,1.0,2.0,50
Always Defect,Tit-for-Tat,0.6,1.0,0.0,1.0,2.0,50
Always Defect,Tit-for-Tat,0.65,1.0,0.0,1.0,1.86,50
Always Defect,Tit-for-Tat,0.7,1.0,0.0,1.0,1.38,50
Always Defect,Tit-for-Tat,0.75,1.0,0.0,1.0,1.22,50
Always Defect,Tit-for-Tat,0.8,1.0,0.0,1.0,1.06,50
Always Defect,Tit-for-Tat,0.85,1.0,0.0,1.0,1.0,50
Always Defect,Tit-for-Tat,0.9,1.0,0.0,1.0,1.0,50
Always Defect,Tit-for-Tat,0.95,1.0,0.0,1.0,1.0,50
Random(p=0.2),Always Cooperate,0.01,0.0,0.0,0.0,1.0,50
Random(p=0.2),Always Cooperate,0.02,0.0,0.0,0.0,1.0,50
Random(p=0.2),Always Cooperate,0.05,0.0,0.0,0.0,1.0,50
Random(p=0.2),Always Cooperate,0.1,0.0,0.0,0.0,1.0,50
Random(p=0.2),Always Cooperate,0.15,0.0,0.0,0.0,1.0,50
Random(p=0.2),Always Cooperate,0.2,0.0,0.0,0.0,1.0,50
Random(p=0.2),Always Cooperate,0.25,0.0,0.0,0.0,1.02,50
Random(p=0.2),Always Cooperate,0.3,0.0,0.0,0.0,1.08,50
Random(p=0.2),Always Cooperate,0.35,0.0,0.0,0.0,1.12,50
Random(p=0.2),Always Cooperate,0.4,0.0,0.0,0.0,1.28,50
Random(p=0.2),Always Cooperate,0.45,0.0,0.0,0.0,1.46,50
Random(p=0.2),Always Cooperate,0.5,0.0,0.0,0.0,1.86,50
Random(p=0.2),Always Cooperate,0.55,0.0,0.0,0.0,1.94,50
Random(p=0.2),Always Cooperate,0.6,0.0,0.0,0.0,2.0,50
Random(p=0.2),Always Cooperate,0.65,0.0,0.0,0.0,2.02,50
Random(p=0.2),Always Cooperate,0.7,0.0,0.0,0.0,2.16,50
Random(p=0.2),Always Cooperate,0.75,0.0,0.0,0.0,2.42,50
Random(p=0.2),Always Cooperate,0.8,0.0,0.0,0.0,3.28,50
Random(p=0.2),Always Cooperate,0.85,0.0,0.0,0.0,4.24,50
Random(p=0.2),Always Cooperate,0.9,0.0,0.0,0.0,5.02,50
Random(p=0.2),Always Cooperate,0.95,0.0,0.0,0.0,6.66,50
Random(p=0.2),Always Defect,0.01,0.044140625,0.03786838744938291,0.0,48.06,50
Random(p=0.2),Always Defect,0.02,0.07658203125,0.03522819510073154,0.0,50.0,50
Random(p=0.2),Always Defect,0.05,0.124375,0.04873147321990909,0.0,50.0,50
Random(p=0.2),Always Defect,0.1,0.146953125,0.05025662331257967,0.0,50.0,50
Random(p=0.2),Always Defect,0.15,0.157421875,0.03965785151696905,0.0,50.0,50
Random(p=0.2),Always Defect,0.2,0.168359375,0.044206503068038125,0.0,50.0,50
Random(p=0.2),Always Defect,0.25,0.16302734375,0.04384018303022474,0.0,50.0,50
